ā bà	阿壩
guǒ luò zàng zú zì zhì zhōu dá rì xiàn	果洛藏族自治州達日縣
guǒ luò zàng zú zì zhì zhōu gān dé xiàn	果洛藏族自治州甘德縣
guǒ luò zàng zú zì zhì zhōu jiǔ zhì xiàn	果洛藏族自治州久治縣
guǒ luò zàng zú zì zhì zhōu mǎ duō xiàn	果洛藏族自治州瑪多縣
guǒ luò zàng zú zì zhì zhōu mǎ qìn xiàn	果洛藏族自治州瑪沁縣
guó yíng cháo yáng xiàn jiǎ jiā diàn nóng chǎng	國營朝陽縣賈家店農場
hā ěr bīn zōng hé bǎo shuì qū dì qū	哈爾濱綜合保稅區地區
hā rì bù rì gé dé yīn wù lā zhèn	哈日布日格德音烏拉鎮
hǎi běi zàng zú zì zhì zhōu gāng chá xiàn	海北藏族自治州剛察縣
hǎi běi zàng zú zì zhì zhōu hǎi yàn xiàn	海北藏族自治州海晏縣
hǎi běi zàng zú zì zhì zhōu qí lián xiàn	海北藏族自治州祁連縣
hǎi dōng shì hù zhù tǔ zú zì zhì xiàn	海東市互助土族自治縣
hǎi dōng shì huà lóng huí zú zì zhì xiàn	海東市化隆回族自治縣
hǎi nán zàng zú zì zhì zhōu gòng hé xiàn	海南藏族自治州共和縣
hǎi nán zàng zú zì zhì zhōu guì dé xiàn	海南藏族自治州貴德縣
hǎi nán zàng zú zì zhì zhōu guì nán xiàn	海南藏族自治州貴南縣
hǎi nán zàng zú zì zhì zhōu tóng dé xiàn	海南藏族自治州同德縣
hǎi nán zàng zú zì zhì zhōu xīng hǎi xiàn	海南藏族自治州興海縣
hàn chuān shì jīng jì jì shù kāi fā qū	漢川市經濟技術開發區
hé bù kè sài ěr měng gǔ zì zhì xiàn	和布克賽爾蒙古自治縣
hé chí shì bā mǎ yáo zú zì zhì xiàn	河池市巴馬瑤族自治縣
hé chí shì dà huà yáo zú zì zhì xiàn	河池市大化瑤族自治縣
hé chí shì dū ān yáo zú zì zhì xiàn	河池市都安瑤族自治縣
hè zhōu shì fù chuān yáo zú zì zhì xiàn	賀州市富川瑤族自治縣
hēi lóng jiāng shěng dà xīng ān lǐng dì qū	黑龍江省大興安嶺地區
hóng hé hā ní zú yí zú zì zhì zhōu	紅河哈尼族彝族自治州
hú guān xiàn jīng jì jì shù kāi fā qū	壺關縣經濟技術開發區
hū hé hào tè shì hé lín gé ěr xiàn	呼和浩特市和林格爾縣
hū hé hào tè shì tǔ mò tè zuǒ qí	呼和浩特市土默特左旗
hū lún bèi ěr shì chén bā ěr hǔ qí	呼倫貝爾市陳巴爾虎旗
hū lún bèi ěr shì é ěr gǔ nà shì	呼倫貝爾市額爾古納市
hū lún bèi ěr shì zhā lài nuò ěr qū	呼倫貝爾市扎賚諾爾區
hū lún bèi ěr xīn bā ěr hǔ yòu qí	呼倫貝爾新巴爾虎右旗
hū lún bèi ěr xīn bā ěr hǔ zuǒ qí	呼倫貝爾新巴爾虎左旗
hú sōng tú kā ěr xùn měng gǔ zú xiāng	胡松圖喀爾遜蒙古族鄉
huā jiá miáo zú bù yī zú yí zú xiāng	花戛苗族布依族彝族鄉
huá shí dòng zú miáo zú tǔ jiā zú xiāng	滑石侗族苗族土家族鄉
huái huà shì má yáng miáo zú zì zhì xiàn	懷化市麻陽苗族自治縣
huái huà shì tōng dào dòng zú zì zhì xiàn	懷化市通道侗族自治縣
huái huà shì xīn huǎng dòng zú zì zhì xiàn	懷化市新晃侗族自治縣
huái huà shì zhǐ jiāng dòng zú zì zhì xiàn	懷化市芷江侗族自治縣
huáng nán zàng zú zì zhì zhōu jiān zhā xiàn	黃南藏族自治州尖扎縣
huáng nán zàng zú zì zhì zhōu tóng rén shì	黃南藏族自治州同仁市
huáng nán zàng zú zì zhì zhōu zé kù xiàn	黃南藏族自治州澤庫縣
jí lín zhōng guó xīn jiā pō shí pǐn qū	吉林中國新加坡食品區
jì shān xiàn jīng jì jì shù kāi fā qū	稷山縣經濟技術開發區
jiāng chéng hā ní zú yí zú zì zhì xiàn	江城哈尼族彝族自治縣
jiāng sū shěng guó yíng jiāng xīn shā nóng chǎng	江蘇省國營江心沙農場
jiāo zuò chéng xiāng yì tǐ huà shì fàn qū	焦作城鄉一體化示範區
jīn lóng miáo zú yí zú bù yī zú xiāng	金龍苗族彝族布依族鄉
jīn niú hú lǚ yóu guǎn lǐ bàn gōng shì	金牛湖旅遊管理辦公室
jǐng gāng shān jīng jì jì shù kāi fā qū	井岡山經濟技術開發區
jiǔ dūn tān shēng tài jiàn shè zhǐ huī bù	九墩灘生態建設指揮部
jiǔ gōng shān zì rán bǎo hù guǎn lǐ jú	九宮山自然保護管理局
jiǔ zhài gōu fēng jǐng míng shèng guǎn lǐ jú	九寨溝風景名勝管理局
jù cí shān guó jiā jí sēn lín gōng yuán	具茨山國家級森林公園
kāng kè ěr kē ěr kè zī mín zú xiāng	康克爾柯爾克孜民族鄉
kē kè yà ěr kē ěr kè zī zú xiāng	科克亞爾柯爾克孜族鄉
kè lā mǎ yī shì kè lā mǎ yī qū	克拉瑪依市克拉瑪依區
kūn míng shì dàn lín yí zú zì zhì xiàn	昆明市石林彝族自治縣
kūn míng yáng zōng hǎi fēng jǐng míng shèng qū	昆明陽宗海風景名勝區
lā sà shì jīng jì jì shù kāi fā qū	拉薩市經濟技術開發區
lái bīn shì jīn xiù yáo zú zì zhì xiàn	來賓市金秀瑤族自治縣
lán píng bái zú pǔ mǐ zú zì zhì xiàn	蘭坪白族普米族自治縣
láng fāng shì dà chǎng huí zú zì zhì xiàn	廊坊市大廠回族自治縣
lào tíng xiàn chéng qū gōng yè jù jí qū	樂亭縣城區工業聚集區
lè shān shì é biān yí zú zì zhì xiàn	樂山市峨邊彝族自治縣
lè shān shì mǎ biān yí zú zì zhì xiàn	樂山市馬邊彝族自治縣
lí chéng xiàn jīng jì jì shù kāi fā qū	黎城縣經濟技術開發區
lì jiāng shì níng làng yí zú zì zhì xiàn	麗江市寧蒗彝族自治縣
lí shuǐ shì jǐng níng shē zú zì zhì xiàn	麗水市景寧畲族自治縣
lián yún gǎng jīng jì jì shù kāi fā qū	連雲港經濟技術開發區
liáng shān yí zú zì zhì zhōu bù tuō xiàn	涼山彝族自治州布拖縣
liáng shān yí zú zì zhì zhōu dé chāng xiàn	涼山彝族自治州德昌縣
liáng shān yí zú zì zhì zhōu gān luò xiàn	涼山彝族自治州甘洛縣
liáng shān yí zú zì zhì zhōu huì dōng xiàn	涼山彝族自治州會東縣
liáng shān yí zú zì zhì zhōu huì lǐ shì	涼山彝族自治州會理市
liáng shān yí zú zì zhì zhōu jīn yáng xiàn	涼山彝族自治州金陽縣
liáng shān yí zú zì zhì zhōu léi bō xiàn	涼山彝族自治州雷波縣
liáng shān yí zú zì zhì zhōu měi gū xiàn	涼山彝族自治州美姑縣
liáng shān yí zú zì zhì zhōu miǎn níng xiàn	涼山彝族自治州冕寧縣
liáng shān yí zú zì zhì zhōu níng nán xiàn	涼山彝族自治州寧南縣
liáng shān yí zú zì zhì zhōu pǔ gé xiàn	涼山彝族自治州普格縣
liáng shān yí zú zì zhì zhōu xī chāng shì	涼山彝族自治州西昌市
liáng shān yí zú zì zhì zhōu xǐ dé xiàn	涼山彝族自治州喜德縣
liáng shān yí zú zì zhì zhōu yán yuán xiàn	涼山彝族自治州鹽源縣
liáng shān yí zú zì zhì zhōu yuè xī xiàn	涼山彝族自治州越西縣
liáng shān yí zú zì zhì zhōu zhāo jué xiàn	涼山彝族自治州昭覺縣
lín cāng shì cāng yuán wǎ zú zì zhì xiàn	臨滄市滄源佤族自治縣
lín xià huí zú zì zhì zhōu guǎng hé xiàn	臨夏回族自治州廣河縣
lín xià huí zú zì zhì zhōu hé zhèng xiàn	臨夏回族自治州和政縣
lín xià huí zú zì zhì zhōu kāng lè xiàn	臨夏回族自治州康樂縣
lín xià huí zú zì zhì zhōu lín xià shì	臨夏回族自治州臨夏市
lín xià huí zú zì zhì zhōu lín xià xiàn	臨夏回族自治州臨夏縣
lín xià huí zú zì zhì zhōu yǒng jìng xiàn	臨夏回族自治州永靖縣
líng shān dǎo shěng jí zì rán bǎo hù qū	靈山島省級自然保護區
liǔ zhōu shì róng shuǐ miáo zú zì zhì xiàn	柳州市融水苗族自治縣
liǔ zhōu shì sān jiāng dòng zú zì zhì xiàn	柳州市三江侗族自治縣
lóng hé zhèn qīng sè cǎo yuán zhǒng chù chǎng	龍河鎮青色草原種畜場
luán jǐng tān shēng tài yí mín shì fàn qū	孿井灘生態移民示範區
máo jiā tān huí zú wéi wú ěr zú xiāng	毛家灘回族維吾爾族鄉
měng jiǎo dǎi zú yí zú lā hù zú xiāng	勐角傣族彝族拉祜族鄉
mián yáng shì běi chuān qiāng zú zì zhì xiàn	綿陽市北川羌族自治縣
nán bù xīn chéng jiàn shè fú wù zhōng xīn	南部新城建設服務中心
nán jīng jīn gǎng kē jì chuàng yè zhōng xīn	南京金港科技創業中心
nán tōng shì hǎi mén qū bāo chǎng yú chǎng	南通市海門區包場漁場
nán tōng shì hǎi mén qū dà dōng nóng chǎng	南通市海門區大東農場
nán tōng shì hǎi mén qū lín jiāng xīn qū	南通市海門區臨江新區
nán tōng shì hǎi mén qū sān chǎng miáo pǔ	南通市海門區三廠苗圃
nán tōng shì hǎi mén shì yán jiāng yú chǎng	南通市海門市沿江漁場
nán tōng wài xiàng xíng nóng yè kāi fā qū	南通外向型農業開發區
nán yáng gāo xīn qū bǎi lǐ xī jiē dào	南陽高新區百里奚街道
nán yáng shì huáng niú liáng zhǒng fán yù chǎng	南陽市黃牛良種繁育場
nǎo ā bā tí tǎ jí kè mín zú xiāng	堖阿巴提塔吉克民族鄉
nèi méng gǔ zì zhì qū ā lā shàn méng	內蒙古自治區阿拉善盟
níng ěr hā ní zú yí zú zì zhì xiàn	寧洱哈尼族彝族自治縣
níng xià huí zú zì zhì qū gù yuán shì	寧夏回族自治區固原市
níng xià huí zú zì zhì qū wú zhōng shì	寧夏回族自治區吳忠市
níng xià huí zú zì zhì qū yín chuān shì	寧夏回族自治區銀川市
níng xià huí zú zì zhì qū zhōng wèi shì	寧夏回族自治區中衛市
nóng kē yuàn shā chē nóng yè shì yàn zhàn	農科院莎車農業試驗站
péng shuǐ miáo zú tǔ jiā zú zì zhì xiàn	彭水苗族土家族自治縣
píng méi kuàng wù jú méi tián guǎn lǐ qū	坪梅礦務局梅田管理區
píng méi kuàng wù jú píng shí guǎn lǐ qū	坪梅礦務局坪石管理區
pǔ ěr shì jǐng dōng yí zú zì zhì xiàn	普洱市景東彝族自治縣
pǔ ěr shì xī méng wǎ zú zì zhì xiàn	普洱市西盟佤族自治縣
qí qí hā ěr shì fù lā ěr jī qū	齊齊哈爾市富拉爾基區
qián dōng nán miáo zú dòng zú zì zhì zhōu	黔東南苗族侗族自治州
qián jiāng tǔ jiā zú miáo zú zì zhì xiàn	黔江土家族苗族自治縣
qián nán bù yī zú miáo zú zì zhì zhōu	黔南布依族苗族自治州
qīn zhōu gǎng jīng jì jì shù kāi fā qū	欽州港經濟技術開發區
qīng hǎi shěng guǒ luò zàng zú zì zhì zhōu	青海省果洛藏族自治州
qīng hǎi shěng hǎi běi zàng zú zì zhì zhōu	青海省海北藏族自治州
qīng hǎi shěng hǎi nán zàng zú zì zhì zhōu	青海省海南藏族自治州
qīng hǎi shěng huáng nán zàng zú zì zhì zhōu	青海省黃南藏族自治州
qīng hǎi shěng yù shù zàng zú zì zhì zhōu	青海省玉樹藏族自治州
qīng shuǐ hé zǐ hā sà kè mín zú xiāng	清水河子哈薩克民族鄉
qīng shuǐ quán piàn qū guǎn wěi huì jiē dào	清水泉片區管委會街道
qīng yáng miáo zú gē lǎo zú dòng zú xiāng	青陽苗族仡佬族侗族鄉
qīng yuǎn shì lián nán yáo zú zì zhì xiàn	清遠市連南瑤族自治縣
qǔ rén kuàng wù jú qǔ rén guǎn lǐ qū	曲仁礦務局曲仁管理區
sān xī kē chuàng xiǎo zhèn fā zhǎn zhōng xīn	三溪科創小鎮發展中心
shàng gāo qiáo huí zú yí zú miáo zú xiāng	上高橋回族彝族苗族鄉
sháo guān shì rǔ yuán yáo zú zì zhì xiàn	韶關市乳源瑤族自治縣
shào yáng shì chéng bù miáo zú zì zhì xiàn	邵陽市城步苗族自治縣
shè dōng guān yí zú bái zú miáo zú xiāng	厙東關彝族白族苗族鄉
shěn yáng shì jīng jì jì shù kāi fā qū	瀋陽市經濟技術開發區
shí jiā zhuāng jīng jì jì shù kāi fā qū	石家莊經濟技術開發區
shuāng yā shān lín yè jú hóng qí lín chǎng	雙鴨山林業局紅旗林場
shuāng yā shān lín yè jú qī yī lín chǎng	雙鴨山林業局七一林場
shuāng yā shān lín yè jú qīng lóng lín chǎng	雙鴨山林業局青龍林場
shùn chǎng miáo zú yí zú bù yī zú xiāng	順場苗族彝族布依族鄉
sì chuān shěng gān zī zàng zú zì zhì zhōu	四川省甘孜藏族自治州
sì chuān shěng kē xué chéng chūn léi jiē dào	四川省科學城春雷街道
sì chuān shěng liáng shān yí zú zì zhì zhōu	四川省涼山彝族自治州
sì píng shì tiě dōng qū běi mén jiē dào	四平市鐵東區北門街道
sì píng shì tiě dōng qū jiě fàng jiē dào	四平市鐵東區解放街道
sì píng shì tiě dōng qū píng dōng jiē dào	四平市鐵東區平東街道
sì píng shì tiě dōng qū píng nán jiē dào	四平市鐵東區平南街道
sì píng shì yī tōng mǎn zú zì zhì xiàn	四平市伊通滿族自治縣
sōng lín pō bái zú yí zú miáo zú xiāng	松林坡白族彝族苗族鄉
sū zhōu gāo xīn qū zōng hé bǎo shuì qū	蘇州高新區綜合保稅區
tǎ bù lè hé tè měng gǔ mín zú xiāng	塔布勒合特蒙古民族鄉
tài pō hú nóng yè zōng hé kāi fā qū	太泊湖農業綜合開發區
tián héng dǎo shěng jí lǚ yóu dù jià qū	田橫島省級旅遊度假區
tiān shuǐ shì gāo xīn jì shù gōng yè yuán	天水市高新技術工業園
tōng liáo shì guó yǒu chá jīn tái mù chǎng	通遼市國有查金臺牧場
tōng liáo shì kē ěr qìn zuǒ yì hòu qí	通遼市科爾沁左翼後旗
tōng liáo shì kē ěr qìn zuǒ yì zhōng qí	通遼市科爾沁左翼中旗
tóng rén shì sōng táo miáo zú zì zhì xiàn	銅仁市松桃苗族自治縣
tóng rén shì yù píng dòng zú zì zhì xiàn	銅仁市玉屏侗族自治縣
wéi chǎng mǎn zú měng gǔ zú zì zhì xiàn	圍場滿族蒙古族自治縣
wù chuān gē lǎo zú miáo zú zì zhì xiàn	務川仡佬族苗族自治縣
wū lǔ mù qí shì shā yī bā kè qū	烏魯木齊市沙依巴克區
wū lǔ mù qí shì wū lǔ mù qí xiàn	烏魯木齊市烏魯木齊縣
wǔ wēi shì tiān zhù zàng zú zì zhì xiàn	武威市天祝藏族自治縣
wú xī gāo xīn qū zōng hé bǎo shuì qū	無錫高新區綜合保稅區
xī lín guō lè méng dōng wū zhū mù qìn	錫林郭勒盟東烏珠穆沁
xī lín guō lè méng èr lián hào tè shì	錫林郭勒盟二連浩特市
xī lín guō lè méng sū ní tè yòu qí	錫林郭勒盟蘇尼特右旗
xī lín guō lè méng sū ní tè zuǒ qí	錫林郭勒盟蘇尼特左旗
xī lín guō lè méng xī lín hào tè shì	錫林郭勒盟錫林浩特市
xī lín guō lè méng xī wū zhū mù qìn	錫林郭勒盟西烏珠穆沁
xī zàng wén huà lǚ yóu chuàng yì yuán qū	西藏文化旅遊創意園區
xián níng shì jīng jì jì shù kāi fā qū	咸寧市經濟技術開發區
xiāng gǎng tè bié xíng zhèng qū dà bù qū	香港特別行政區大埔區
xiāng gǎng tè bié xíng zhèng qū guān táng qū	香港特別行政區觀塘區
xiāng gǎng tè bié xíng zhèng qū kuí qīng qū	香港特別行政區葵青區
xiāng gǎng tè bié xíng zhèng qū lí dǎo qū	香港特別行政區離島區
xiāng gǎng tè bié xíng zhèng qū quán wān qū	香港特別行政區荃灣區
xiāng gǎng tè bié xíng zhèng qū shā tián qū	香港特別行政區沙田區
xiāng gǎng tè bié xíng zhèng qū tún mén qū	香港特別行政區屯門區
xiāng gǎng tè bié xíng zhèng qū wān zǎi qū	香港特別行政區灣仔區
xiāng gǎng tè bié xíng zhèng qū xī gòng qū	香港特別行政區西貢區
xiāng gǎng tè bié xíng zhèng qū yuán lǎng qū	香港特別行政區元朗區
xiāng gǎng tè bié xíng zhèng qū zhōng xī qū	香港特別行政區中西區
xiǎng shuǐ bái zú yí zú gē lǎo zú xiāng	響水白族彝族仡佬族鄉
xiāng xī tǔ jiā zú miáo zú zì zhì zhōu	湘西土家族苗族自治州
xiào gǎn kāi fā qū dān yáng bàn shì chù	孝感開發區丹陽辦事處
xiào gǎn kāi fā qū huái yīn bàn shì chù	孝感開發區槐蔭辦事處
xiào gǎn kāi fā qū xiào tiān bàn shì chù	孝感開發區孝天辦事處
xiè jiā gōu piàn qū guǎn wěi huì jiē dào	謝家溝片區管委會街道
xīn chéng qū hóng shèng gāo kē jì yuán qū	新城區鴻盛高科技園區
xīn hé xiàn wù liú yuán qū shēng huó qū	新和縣物流園區生活區
xīn jiàng xiàn jīng jì jì shù kāi fā qū	新絳縣經濟技術開發區
xīn jiē yí zú miáo zú bù yī zú xiāng	新街彝族苗族布依族鄉
xīn xiāng shì fǎng zhī gōng yè jù jí qū	新鄉市紡織工業聚集區
xīn xiāng shì shí pǐn gōng yè jù jí qū	新鄉市食品工業聚集區
xìn yáng guó jì jiā jū chǎn yè xiǎo zhèn	信陽國際家居產業小鎮
xīng ān méng jīng jì jì shù kāi fā qū	興安盟經濟技術開發區
xīng ān méng kē ěr qìn yòu yì qián qí	興安盟科爾沁右翼前旗
xīng ān méng kē ěr qìn yòu yì zhōng qí	興安盟科爾沁右翼中旗
xīng xiù miáo zú yí zú gē lǎo zú xiāng	星宿苗族彝族仡佬族鄉
xiù shān tǔ jiā zú miáo zú zì zhì xiàn	秀山土家族苗族自治縣
xǔ jiā qiáo huí zú wéi wú ěr zú xiāng	許家橋回族維吾爾族鄉
xù mù jì shù tuī guǎng fú wù zhōng xīn	畜牧技術推廣服務中心
yáng chǎng bù yī zú bái zú miáo zú xiāng	羊場布依族白族苗族鄉
yě zhōng miáo zú yí zú bù yī zú xiāng	野鍾苗族彝族布依族鄉
yī lí yī lí hā sà kè zì zhì zhōu	伊犁伊犁哈薩克自治州
yìn jiāng tǔ jiā zú miáo zú zì zhì xiàn	印江土家族苗族自治縣
yǒng zhōu shì jiāng huá yáo zú zì zhì xiàn	永州市江華瑤族自治縣
yǒu yáng tǔ jiā zú miáo zú zì zhì xiàn	酉陽土家族苗族自治縣
yú jiāng qū dèng yuán nóng yè shì fàn yuán	餘江區鄧原農業示範園
yù mén yóu tián shēng huó jī dì jiē dào	玉門油田生活基地街道
yù shù zàng zú zì zhì zhōu chēng duō xiàn	玉樹藏族自治州稱多縣
yù shù zàng zú zì zhì zhōu náng qiān xiàn	玉樹藏族自治州囊謙縣
yù shù zàng zú zì zhì zhōu yù shù shì	玉樹藏族自治州玉樹市
yù shù zàng zú zì zhì zhōu zá duō xiàn	玉樹藏族自治州雜多縣
